"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO";"MARCA"
"119953";"24782";"ACCESORIOS";"ACCESORIOS TRUST AVADO XBOX CHARGER KIT GXT246";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-AVADO-XBOX-CHARGER-KIT-GXT246_export_76b1086142384e898b739afc34481d01.png";"21.0%";"20";"12 meses";"U$S";"14.34";"17.35";"1500";"21505.5";"26021.66";"Modelo alfanumérico:GXT 246 Avado Kit Play & Charge de Xbox
Marca:Trust";"17.35";"26021.66";"";"";"ACCESORIOS TRUST AVADO XBOX CHARGER KIT GXT246";"500";"140";"243";"140";"";"0";"TRUST"
"119975";"25584";"ACCESORIOS";"PILAS AA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AA-RECARGABLES-USB-C-TRUST-X2_export_9707bece8405b38c2b0ca344c9778612.png";"21.0%";"20";"12 meses";"U$S";"8.56";"10.36";"1500";"12839.7";"15536.04";"System Requirements:Cable USB-C Cargador de 5 W o puerto USB
 Input power:2.4W
Package Contents:2 pilas AA
 Total output power (max): A, W:400mW";"10.36";"15536.04";"";"";"PILAS AA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0";"TRUST"
"4504";"31100061105";"ACCESORIOS";"GENIUS GRAPHIC TABLET EASYPEN I405X";"https://static.nb.com.ar/i/nb_GENIUS-GRAPHIC-TABLET-EASYPEN-I405X_export_b4467cf469c8659b8c8a1408f9de5b2a.jpeg";"10.5%";"20";"12 meses";"U$S";"19.91";"22";"1500";"29869.71";"33006.03";"Dimensiones del área de trabajo:15 cm
Compatibilidad:Windows
Marca:Genius
EAN:4710268234876
Código universal de producto:4710268234876
Incluye lápiz:Sí
Línea:EasyPen
Modelo:I405X
Niveles de sensibilidad de presión:1024
Con USB:Sí
Marca:Genius I405X
Incluye lápiz:Sí
Línea:EasyPen
Modelo:NN4504
Niveles de sensibilidad de presión:1024
Con USB:Sí";"22";"33006.03";"";"";"GENIUS GRAPHIC TABLET EASYPEN I405X";"550";"250";"50";"250";"";"0";"GX GAMING"
"101139";"BA-PUCKR-W1";"ACCESORIOS";"ACCESORIOS PORTA AURICULARES NZXT PUCK  WHITE";"https://static.nb.com.ar/i/nb_ACCESORIOS-PORTA-AURICULARES-NZXT-PUCK--WHITE_export_5a6317c1cded8b56506934e4dabe42ee.jpeg";"21.0%";"20";"12 meses";"U$S";"29.86";"36.13";"1500";"44789.4";"54195.17";"Marca:NZXT
EAN:5060301693504
Código universal de producto:5060301693504
Modelo:BA-PUCKR-W1
SKU:BA-PUCKR-W1";"36.13";"54195.18";"";"";"ACCESORIOS PORTA AURICULARES NZXT PUCK  WHITE";"200";"80";"40";"80";"";"0";"NZXT                                              "
"86";"GENSA";"ACCESORIOS";"ACCESORIOS GENERICO   CABLE SERIAL SATA DATOS";"https://static.nb.com.ar/i/nb_ACCESORIOS-GENERICO---CABLE-SERIAL-SATA-DATOS_export_558ef25286c7fad73782edd00bdef870.jpeg";"21.0%";"20";"-";"U$S";"1.72";"2.08";"1500";"2581.5";"3123.62";"Color :Segun Stock";"2.08";"3123.62";"";"";"ACCESORIOS GENERICO   CABLE SERIAL SATA DATOS";"500";"140";"243";"140";"";"0";"GENERICO"
"102536";"AC-HUEHU-B1";"ACCESORIOS";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 27-35";"https://static.nb.com.ar/i/nb_ACCESORIOS-NZXT-HUE-2-KIT-ILUMINACION-AMBIENTE-RGB-27-35_export_89b7aadbc3c79a84972a82cbee5cbd8e.png";"21.0%";"5";"12 meses";"U$S";"200.38";"242.46";"1500";"300567";"363686.07";"Dimensiones del producto:76 x 100 x 15mm
Voltaje de salida:12V DC
Largo del cable LED:300mm x4, 250mm x4
Marca:NZXT
EAN:5060301694297
Código universal de producto:5060301694297
Modelo:AC-HUEHU-A1
Voltaje de salida:5V DC";"242.46";"363686.07";"";"";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 27-35";"350";"80";"30";"110";"";"0";"NZXT                                              "
"102524";"AC-040-A31NAN-C1";"ACCESORIOS";"ACCESORIOS THERMALTAKE CORE P5 AIO BRACKET BLACK";"https://static.nb.com.ar/i/nb_ACCESORIOS-THERMALTAKE-CORE-P5-AIO-BRACKET-BLACK_export_0e85b46d454a2e6b843abf463d4d77a8.jpeg";"21.0%";"20";"12 meses";"U$S";"11.98";"14.5";"1500";"17977.31";"21752.54";"Alto:140 mm
Ancho:243 mm
Largo:30000 mm";"14.5";"21752.54";"";"";"ACCESORIOS THERMALTAKE CORE P5 AIO BRACKET BLACK";"1250";"150";"40";"250";"";"0";"THERMALTAKE"
"7557";"-";"ACCESORIOS";"ACCESORIOS SFX FICHA HDMI A DVI";"https://static.nb.com.ar/i/nb_ACCESORIOS-SFX-FICHA-HDMI-A-DVI_export_cf9fe8902fa5f652d66f4ee9d1b2ee89.jpeg";"21.0%";"20";"12 meses";"U$S";"4.05";"4.9";"1500";"6077.37";"7353.62";"Modelo:HDMI a DVI
Conector de entrada:HDMI
Conector de salida:DVI";"4.9";"7353.62";"";"";"ACCESORIOS SFX FICHA HDMI A DVI";"500";"140";"243";"140";"";"0";"SFX                                               "
"104935";"23647";"ACCESORIOS";"ACCESORIOS BASE AURICULARES TRUST GXT 265 CINTAR RGB";"https://static.nb.com.ar/i/nb_ACCESORIOS-BASE-AURICULARES-TRUST-GXT-265-CINTAR-RGB_export_9aa21a53281c1ba04ba5addcad773562.png";"21.0%";"20";"12 meses";"U$S";"17.32";"20.95";"1500";"25974";"31428.54";"Power switch:no
Cable length main cable: 150 cm
Number of USB ports:2
USB version:2.0
Lights:yes
Compatible Device Types:laptop, pc
Compatible Consoles:no
Peso del producto (neto): 425 gPeso del producto (:425 g";"20.95";"31428.54";"";"";"ACCESORIOS BASE AURICULARES TRUST GXT 265 CINTAR RGB";"500";"140";"260";"140";"";"0";"TRUST"
"118874";"24980";"ACCESORIOS";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-LISBOA-NOTEBOOK-16_export_565eef454630352487b27b8a8bab4309.png";"10.5%";"20";"12 meses";"U$S";"22.88";"25.29";"1500";"34326";"37930.23";"Recycled content %:40 %
Size & Weight:512g 305mm 60mm 400mm
 Volume 21 L Laptop Compartment Size (inch):15.6 ""
 Fabric type:polyester
 Plastic material: POM, RPET Polyester, RPET twill polyester, 
 Volume:21 L";"25.29";"37930.23";"";"";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"500";"140";"243";"140";"";"0";"TRUST"
"103804";"22524";"ACCESORIOS";"ALFOMBRA TRUST PARA SILLA GAMER GXT 715";"https://static.nb.com.ar/i/nb_ALFOMBRA-TRUST-PARA-SILLA-GAMER-GXT-715_export_d1c0416df836e41450699cb357fb85e9.jpg";"21.0%";"20";"6 meses";"U$S";"46.94";"56.79";"1500";"70402.5";"85187.03";"Marca:Trust
Cantidad de cajones:1
Es gamer:Sí
Es en forma de L:No
Modelo:GAMER TRUST GXT715
Marca:Trust
Es antideslizante:Sí
Línea:GXT
Modelo:GXT 715
Con carga inalámbrica de dispositivos:No
Con apoya muñeca:No
Medidas :1200mm x 990mm 
Peso:3200g";"56.79";"85187.03";"";"";"ALFOMBRA TRUST PARA SILLA GAMER GXT 715";"4000";"1200";"10";"990";"";"0";"TRUST"
"119952";"25240";"ACCESORIOS";"POWERBANK TRUST LARO 100W LAPTOP";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-LARO-100W-LAPTOP_export_92962f03b0b3b5072209373af10bdc65.png";"21.0%";"20";"12 meses";"U$S";"60.41";"73.1";"1500";"90619.2";"109649.23";"Marca del cargador:Trust
Tipo de cargador:Portátil";"73.1";"109649.24";"";"";"POWERBANK TRUST LARO 100W LAPTOP";"500";"140";"243";"140";"";"0";"TRUST"
"119810";"PAD";"ACCESORIOS";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"https://static.nb.com.ar/i/nb_PAD-TERMICO-EN-MASA-CARBONO-PASTERMAX-30GRS_export_057b901a2024f7b811d788ad8030eacf.jpg";"21.0%";"9";"6 meses";"U$S";"8.84";"10.7";"1500";"13263.96";"16049.39";"";"10.7";"16049.39";"";"";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"500";"140";"243";"140";"";"0";"PASTERMAX"
"119976";"25585";"ACCESORIOS";"PILAS AAA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AAA-RECARGABLES-USB-C-TRUST-X2_export_e10355eb2c8cb3cc874771f58e12c9ae.png";"21.0%";"20";"12 meses";"U$S";"6.68";"8.08";"1500";"10020.3";"12124.56";"Input power:1.2
Package Contents:2 pilas AAA
Total output power (max): A, W:400mW
System Requirements:Cable USB-C Cargador de 5 W o puerto USB";"8.08";"12124.56";"";"";"PILAS AAA RECARGABLES USB-C TRUST X2";"50";"20";"95";"160";"";"0";"TRUST"
"120103";"31250023400";"ACCESORIOS";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"https://static.nb.com.ar/i/nb_BASE-NOTEBOOK-GENIUS-G-STAND-M250-IRON-GREY_export_9117e8e90bc8a2cf6bc1bf3d9a90fcdb.jpg";"21.0%";"20";"12 meses";"U$S";"10.71";"12.96";"1500";"16060.2";"19432.84";"Modelo:G-Stand M250
Tipo de soporte:Ajustable
Es vertical:No
Marca:Genius
Es antideslizante:Sí";"12.96";"19432.85";"";"";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"500";"140";"243";"140";"";"0";"GENIUS"
"119708";"31090015100";"ACCESORIOS";"GENIUS PUNTERO LASER MEDIA POINTER 100";"https://static.nb.com.ar/i/nb_GENIUS-PUNTERO-LASER-MEDIA-POINTER-100_export_8aa90bc2a06c04ed0d1f6497eb676781.jpg";"10.5%";"20";"12 meses";"U$S";"16.2";"17.9";"1500";"24304.5";"26856.47";"Tecnología inalámbrica:2.4GHz
Dimensiones:105 x 38 x 18 mm (4.13 x 1.5 x 0.7 pulgadas)
Peso (g):157 g
Tipo de batería    :AAA x2";"17.9";"26856.48";"";"";"GENIUS PUNTERO LASER MEDIA POINTER 100";"500";"140";"243";"140";"";"0";"GENIUS"
"119205";"25243";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA GREEN BACKPACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-GREEN-BACKPACK-16_export_28d6ff7259d825db8af9f3703fb158ca.png";"10.5%";"20";"12 meses";"U$S";"30.07";"33.23";"1500";"45108";"49844.34";"Sustainability:Plastic material POM, RPET Polyester, RPET twill polyester,
General:Type of bag backpack Number of compartments 3
Size & Weight:Volume 23 L
Exterior: Fabric type polyester
Compatibility:Max. laptop size 16 "" Compatible Device Types laptop";"33.23";"49844.34";"";"";"ACCESORIOS TRUST MOCHILA LISBOA GREEN BACKPACK 16";"500";"140";"243";"140";"";"0";"TRUST"
"119201";"24448";"ACCESORIOS";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO BLUE";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-BOLOGNA-NOTEBOOK-16-ECO-BLUE_export_ca0cfb25e73f265446301dcf38f43621.png";"10.5%";"20";"12 meses";"U$S";"10.09";"11.15";"1500";"15138";"16727.49";"General:Type of bag carry bag Number of compartments 2
Size & Weight: Laptop Compartment Size (inch) 16 ""
Exterior:Fabric type polyester
Protection:Type of case softcase Waterproof No Shock absorption Yes Hardened bottom No
Compatibility:Max. laptop size 16 "" Max. weight 2.5 kg Compatible Device Types laptop
Interior:Laptop Compartment Depth (mm) 38 mm";"11.15";"16727.49";"";"";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO BLUE";"500";"140";"243";"140";"";"0";"TRUST"
"119200";"24447";"ACCESORIOS";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO BLACK";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-BOLOGNA-NOTEBOOK-16-ECO-BLACK_export_114ef8ff6103dc9ac99703ef6c05a3ec.png";"10.5%";"20";"12 meses";"U$S";"10.09";"11.15";"1500";"15138";"16727.49";"General:Type of bag carry bag Number of compartments 2
Size & Weight:Laptop Compartment Size (inch) 16 ""
Interior:Laptop Compartment Depth (mm)
Exterior:
Compatibility:Max. laptop size 16 "" Max. weight 2.5 kg Compatible Device Types laptop
Protection:Type of case softcase Waterproof No Shock absorption Yes Hardened bottom No";"11.15";"16727.49";"";"";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO BLACK";"500";"140";"243";"140";"";"0";"TRUST"
"102393";"CPU G60 GRIS";"ACCESORIOS";"GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA--PASTERMAX-PARA-CPU-G60-(GRIS)-PASTA-TERMICA_export_e181dc42479b07630704d262a9911623.jpeg";"21.0%";"20";"6 meses";"U$S";"1.72";"2.08";"1500";"2577.86";"3119.2";"Marca:PASTERMAX
Color:Plateado
Código universal de producto:841163042656
Es adhesivo:No
Largo:10 cm
Modelo:G60
SKU:PASTERC60
Unidades por envase:1";"2.08";"3119.21";"";"";"GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA";"80";"150";"70";"80";"";"0";"Pastermax"
"120102";"31250017400";"ACCESORIOS";"BASE AURICULARES GENIUS GX-UH100 USB-C RGB";"https://static.nb.com.ar/i/nb_BASE-AURICULARES-GENIUS-GX-UH100-USB-C-RGB_export_22997eebd110d21ba0118b7b0f2f3f89.jpg";"21.0%";"20";"12 meses";"U$S";"13.02";"15.76";"1500";"19537.2";"23640.01";"Modelo:GX-UH100
Marca:Genius
Color:Negro";"15.76";"23640.02";"";"";"BASE AURICULARES GENIUS GX-UH100 USB-C RGB";"500";"140";"243";"140";"";"0";"GENIUS"
"109220";"EFCA500BWEGW";"ACCESORIOS";"ACCESORIOS SAMSUNG S VIEW COVER A5 BLANCO";"https://static.nb.com.ar/i/nb_ACCESORIOS-SAMSUNG-S-VIEW-COVER-A5-BLANCO_export_6614acda4f0ef4cca44fd3cb21a6bc39.jpeg";"21.0%";"10";"12 meses";"U$S";"1.04";"1.26";"1500";"1560";"1887.6";"Marca de la Funda:Samsung
Material:Cuero
Tipo de funda:Flip Cover Ventana
Marca del Celular:Samsung
Línea del celular:Galaxy
Modelo del Celular:S5
Imán:Sí
Modelo de la Funda:S View Cover
Con carga inalámbrica:No";"1.26";"1887.6";"";"";"ACCESORIOS SAMSUNG S VIEW COVER A5 BLANCO";"500";"140";"243";"140";"";"0";"SAMSUNG"
"115262";"31100027101";"ACCESORIOS";"GENIUS GRAPHIC TABLET EASYPEN I405X KYA";"https://static.nb.com.ar/i/nb_GENIUS-GRAPHIC-TABLET-EASYPEN-I405X-KYA_export_c1bf5c016d0bf5854861b17de5e5b6b9.jpeg";"10.5%";"20";"12 meses";"U$S";"20.31";"22.45";"1500";"30469.14";"33668.4";"Largo del área de trabajo:5.5 ""
Ancho del área de trabajo:4 ""
Marca:Genius
Resolución de la imagen:2540 lpi
Incluye lápiz:Sí
Incluye cable USB:Sí
Línea:EasyPen
Modelo:i405X
Niveles de sensibilidad de presión:1024
Velocidad de lectura:100 rps
Largo de la tableta:200 mm
Espesor de la tableta:10 mm
Ancho de la tableta:199 mm
Peso:348 g
Con puerto USB:Sí";"22.45";"33668.4";"";"";"GENIUS GRAPHIC TABLET EASYPEN I405X KYA";"550";"250";"50";"250";"";"0";"GX GAMING"
"6396";"31100060102";"ACCESORIOS";"GENIUS GRAPHIC TABLET MOUSEPEN I608X";"https://static.nb.com.ar/i/nb_GENIUS-GRAPHIC-TABLET-MOUSEPEN-I608X_export_baec174fefb996ffd51e618980866ec7.jpeg";"10.5%";"6";"12 meses";"U$S";"26.35";"29.11";"1500";"39520.62";"43670.29";"Dimensiones del área de trabajo:20 cm
Dimensiones del área de trabajo:7 cm
Compatibilidad:Windows
Marca:Genius
Código universal de producto:4710268236870
Incluye lápiz:Sí
Es multi-touch:No
Línea:EasyPen
Modelo:I608X
Niveles de sensibilidad de presión:1024
Con USB:Sí
Dimensiones del área de trabajo:152.4 mm
Compatibilidad:Windows
Marca:Genius
EAN:4710268236870
Código universal de producto:4710268236870
Incluye lápiz:Sí
Es multi-touch:No
Línea:MousePen
Modelo:I608X
Niveles de sensibilidad de presión:1024
Con USB:Sí
Compatibilidad:Windows
Marca:Genius
EAN:4710268236870
Código universal de producto:4710268236870
Incluye lápiz:Sí
Línea:MousePen
Modelo:I608X
Niveles de sensibilidad de presión:1024
Con USB:Sí";"29.11";"43670.28";"";"";"GENIUS GRAPHIC TABLET MOUSEPEN I608X";"900";"280";"60";"320";"";"0";"GX GAMING"
"102936";"AH-2UGKK-A1";"ACCESORIOS";"ACCESORIOS NZXT HUE 2 RGB UNDERGLOW";"https://static.nb.com.ar/i/nb_ACCESORIOS-NZXT-HUE-2-RGB-UNDERGLOW_export_4f3230bb8295d12559e97dc8278a15cb.jpeg";"21.0%";"13";"12 meses";"U$S";"62.42";"75.53";"1500";"93636.29";"113299.9";"Marca:NZXT
EAN:5060301694327
Código universal de producto:5060301694327,815671014023
Modelo:AH-2UGKK-A1
UPC:815671014023";"75.53";"113299.91";"";"";"ACCESORIOS NZXT HUE 2 RGB UNDERGLOW";"300";"460";"50";"110";"";"0";"NZXT                                              "
"111771";"ADAPT VGA/DVI";"ACCESORIOS";"ACCESORIOS GENERICO ADAPTADOR VGA/DVI";"https://static.nb.com.ar/i/nb_ACCESORIOS-GENERICO-ADAPTADOR-VGA/DVI_export_a9eb7d7d86b1d8d0cf2da450dd8927c8.jpg";"21.0%";"5";"-";"U$S";"12.3";"14.88";"1500";"18451.44";"22326.24";"Conector de salida:DVI-I Dual Link
Conector de entrada:VGA
Cantidad de conectores de entrada:1
Modelo:24+1
Cantidad de conectores de salida:1
SKU:24+1";"14.88";"22326.24";"";"";"ACCESORIOS GENERICO ADAPTADOR VGA/DVI";"80";"100";"30";"70";"";"0";"GENERICO"
"111355";"PASTERMAX AISO";"ACCESORIOS";"ALCOHOL ISOPROPILICO PASTERMAX X 500 ML";"https://static.nb.com.ar/i/nb_ALCOHOL-ISOPROPILICO-PASTERMAX-X-500-ML_export_7d56c79c24f2159d0837e54caf1a6753.jpg";"21.0%";"13";"6 meses";"U$S";"3.82";"4.62";"1500";"5730.42";"6933.81";"Marca:PasterMax
Es inflamable:Sí
Modelo:Alchool
Tipo de envase:Botella
SKU:4814
Volumen de la unidad:500 mL";"4.62";"6933.81";"";"";"ALCOHOL ISOPROPILICO PASTERMAX X 500 ML";"350";"150";"50";"50";"";"0";"PASTERMAX"
"121478";"MCA-U004R-AVGBST-00";"ACCESORIOS";"ACCESORIOS COOLER MASTER KIT UNIVERSAL DE SOPORTE VERTICAL PARA GPU ARGB";"https://static.nb.com.ar/i/nb_ACCESORIOS-COOLER-MASTER-KIT-UNIVERSAL-DE-SOPORTE-VERTICAL-PARA-GPU-ARGB_export_8e373d7d50dc9275fbe01fc6ef453693.png";"10.5%";"1";"12 meses";"U$S";"73.06";"80.73";"1500";"109593";"121100.27";"Connectors:PCIe x16 Male to PCIe x16 90° Female
Supported Graphics Cards:Any length, up to 3 slots wide
Riser Cable Model:PCIe 4.0 and older
Color:Black
Model Number:MCA-U004R-AVGBST-00
Supported Chassis Type:ATX, Micro ATX";"80.73";"121100.27";"";"";"ACCESORIOS COOLER MASTER KIT UNIVERSAL DE SOPORTE VERTICAL PARA GPU ARGB";"1300";"170";"145";"265";"";"0";"COOLER MASTER"
"121693";"EP-T2510XWSGAR";"ACCESORIOS";"ACCESORIOS SAMSUNG CARGADOR DE VIAJE 25W WHITE C/CABLE";"https://static.nb.com.ar/i/nb_ACCESORIOS-SAMSUNG-CARGADOR-DE-VIAJE-25W-WHITE-C/CABLE_export_9fe69b569aece6f51201944572220632.png";"21.0%";"7";"12 meses";"U$S";"34.16";"41.33";"1500";"51235.23";"61994.63";"Tipos de conector:USB-C
Voltaje de entrada:110V/220V
Modelo:EP-T2510XWSGAR
Marca :Samsung";"41.33";"61994.63";"";"";"ACCESORIOS SAMSUNG CARGADOR DE VIAJE 25W WHITE C/CABLE";"110";"95";"25";"85";"";"0";"SAMSUNG"
"121460";"MGZ-NDSG-N04G-R1";"ACCESORIOS";"GRASA SILICONADA COOLER MASTER CRYOFUSE 7";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-COOLER-MASTER-CRYOFUSE-7_export_dc16ccc3124b1a7f4fdb71ca37ef5d3a.png";"21.0%";"20";"6 meses";"U$S";"12.24";"14.81";"1500";"18364.5";"22221.05";"Marca:COOLER MASTER 
Modelo :CRYOFUZE 7 
Cantidad :4 g ";"14.81";"22221.05";"";"";"GRASA SILICONADA COOLER MASTER CRYOFUSE 7";"25";"40";"20";"140";"";"0";"COOLER MASTER"
"121458";"HTK-002-U1";"ACCESORIOS";"GRASA SILICONADA COOLER MASTER HIGH PERFORMANCE";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-COOLER-MASTER-HIGH-PERFORMANCE_export_827b9e82984b26379e1165eea825e00b.png";"21.0%";"5";"6 meses";"U$S";"2.75";"3.33";"1500";"4125";"4991.25";"Dielectric Strength:550 volts/mil, 21.7 kV/mm
Color:White
Thermal Conductivity:0.8 (W/meter- °C)
Dissipation Factor:0.02 at 100k Hz
Product Number:HTK-002-U1";"3.33";"4991.25";"";"";"GRASA SILICONADA COOLER MASTER HIGH PERFORMANCE";"35";"105";"20";"175";"";"0";"COOLER MASTER"
"121477";"SOA010-ME-00";"ACCESORIOS";"ACCESORIOS COOLER MASTER CARRY M.2 ORACLE AIR";"https://static.nb.com.ar/i/nb_ACCESORIOS-COOLER-MASTER-CARRY-M.2-ORACLE-AIR_export_737d503d6caecac2b0fd5acbea36885b.png";"10.5%";"18";"12 meses";"U$S";"38.49";"42.53";"1500";"57736.8";"63799.16";"Material:Aluminum
Interface - Connection:USB 3.2 Gen 2 Type-C
Product Number:SOA010-ME-00
Interface - Bus Interface:M.2 NVME PCIe
Dimensions (L x W x H):128.5 x 42 x 18.5mm
Official Speed:10 Gbps (Read/Write)
SSD Size:2280, 2260, 2242, 2240, 2230";"42.53";"63799.17";"";"";"ACCESORIOS COOLER MASTER CARRY M.2 ORACLE AIR";"185";"70";"40";"140";"";"0";"COOLER MASTER"
"121447";"MHSK13AA00";"ACCESORIOS";"COOLER MASTER MASTER HUB STREAM KIT";"https://static.nb.com.ar/i/nb_COOLER-MASTER-MASTER-HUB-STREAM-KIT_export_72f1a8b2925f64b4989adc643a867672.png";"21.0%";"20";"12 meses";"U$S";"271.08";"328.01";"1500";"406620";"492010.2";"Nombre:MasterHUB Stream Kit
Conexión:Pogo Pin
Interfaz:USB Tipo-C
Diseño:Modular Magnético";"328.01";"492010.2";"";"";"COOLER MASTER MASTER HUB STREAM KIT";"1320";"180";"90";"290";"";"0";"COOLER MASTER"
"119208";"25248";"ACCESORIOS";"ACCESORIOS TRUST FUNDA LISBOA LAPTOP SLEEVE BLACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-FUNDA-LISBOA-LAPTOP-SLEEVE-BLACK-16_export_1adf0638baf4b83c87dec67c81a641d0.png";"10.5%";"20";"12 meses";"U$S";"12.46";"13.76";"1500";"18684";"20645.82";"Product type :Funda para ordenadores portátiles de 16”
Key features:El interior acolchado
Colour:Negro";"13.76";"20645.82";"";"";"ACCESORIOS TRUST FUNDA LISBOA LAPTOP SLEEVE BLACK 16";"500";"140";"243";"140";"";"0";"TRUST"
"119206";"24981";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA  AVANA ECO BACKPACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA--AVANA-ECO-BACKPACK-16_export_f1ec2fca07c9f61e1d82e835a28e0fb9.png";"10.5%";"20";"12 meses";"U$S";"26.71";"29.52";"1500";"40068";"44275.14";"General:Type of bag backpack Number of compartments 3
Interior:Laptop Compartment Depth (mm) 26.5 mm
Exterior:Fabric type polyester
Sustainability:Plastic material POM, RPET Polyester, RPET twill polyester,
Compatibility:Max. laptop size 16 "" Compatible Device Types laptop
Size & Weight:olume 20 L
Protection:Type of case softcase Waterproof Yes Shock absorption No Hardened bottom No";"29.52";"44275.14";"";"";"ACCESORIOS TRUST MOCHILA  AVANA ECO BACKPACK 16";"500";"140";"243";"140";"";"0";"TRUST"
"121385";"25485";"ACCESORIOS";"ACCESORIOS TRUST MYLOX CONTROLADOR GAMING INALAMBRICO PARA CELULAR BLACK GXT735";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MYLOX-CONTROLADOR-GAMING-INALAMBRICO-PARA-CELULAR-BLACK-GXT735_export_c02d11b59a42747779be42dfffaa9de1.png";"10.5%";"20";"12 meses";"U$S";"29.67";"32.79";"1500";"44509.8";"49183.33";"Connectivity:Bluetooth version5.0
Cable detachable:Yes
Connections for:USB-C
Battery capacity (mAh):600 mAh
Recharge time:3 hours
Number of buttons:18
Soporte para telefonos de:95 mm a 170 mm";"32.79";"49183.34";"";"";"ACCESORIOS TRUST MYLOX CONTROLADOR GAMING INALAMBRICO PARA CELULAR BLACK GXT735 ";"400";"135";"60";"200";"";"0";"TRUST"
"121365";"26027";"ACCESORIOS";"ADAPTADOR TRUST BLUETOOTH MYNA 5.4";"https://static.nb.com.ar/i/nb_ADAPTADOR-TRUST-BLUETOOTH-MYNA-5.4_export_6a19bd14c6241dd2df93bf96dd940a9a.png";"10.5%";"20";"24 meses";"U$S";"7.9";"8.73";"1500";"11850.3";"13094.58";"Wireless range:10 m
Bluetooth version:5.0
Compatibility:Windows
Max transfer speed:0375 MB/s
material:ABS";"8.73";"13094.58";"";"";"ADAPTADOR TRUST BLUETOOTH MYNA 5.4";"25";"95";"10";"160";"";"0";"TRUST"
"121379";"25761";"ACCESORIOS";"ACCESORIOS TRUST ESTUCHE RIGIDO PARA NINTENDO SWITCH 2 RED GXT1251RB";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-ESTUCHE-RIGIDO-PARA-NINTENDO-SWITCH-2-RED-GXT1251RB_export_5d0be753eb2a1710bf5bd81bca45e774.png";"10.5%";"15";"12 meses";"U$S";"10.49";"11.59";"1500";"15738";"17390.49";"Compatibility:Nintendo Switch 2
Extra Information:Estuche rígido
Size & Weight:248 g  44 mm 140 mm 295 mm";"11.59";"17390.49";"";"";"ACCESORIOS TRUST ESTUCHE RIGIDO PARA NINTENDO SWITCH 2 RED GXT1251RB";"275";"150";"45";"300";"";"0";"TRUST"
