ID,Ultimo_Ingreso,ID_Fab,Detalle,Cantidad,Costo_U,Costo,Venta,Renta,Benf_Cost,Benf_Vent,Cotizacion,Proveedor
2936,13/11/2025,SFX_500,FUENTE SFX 500W 20+4 SATA,10.000,8.48000,84.80000000,96.79,11.99,14.14,12.39,,LASET S.A.
6897,19/02/2026,HUNNOX-1200VA LCD,HUNNOX UPS Y ESTABILIZADOR 1200VA LCD C/USB,2.000,53.98000,107.96000000,149.63,41.67,38.6,27.85,,LASET S.A.
7326,07/04/2021,31710045100,AURICULAR + MIC HEADSET GENIUS HS-04SU DUAL PLUG,6.000,11.02500,66.15000000,71.42,5.27,7.97,7.38,,New Bytes INC
101260,23/04/2026,TR2-600NL2NC,FUENTE GAMER THERMALTAKE TR2 600W,1.000,50.08500,50.08500000,36.05,-14.04,-28.03,-38.95,,LASET S.A.
101396,19/02/2026,BATERIA 12V 8AH,HUNNOX BATERIA UPS 12V 8AH,2.000,9.73000,19.46000000,29.06,9.6,49.32,33.03,,LASET S.A.
102048,06/11/2024,,SERVICIO DE TRANSPORTE,686.000,12.60000,8643.60000000,560.05,-8083.55,-93.52,-1443.37,,New Bytes INC
102068,19/02/2026,HUNNOX-1200VA LED,HUNNOX UPS 1200VA LED,1.000,50.25000,50.25000000,68.94,18.69,37.2,27.11,,LASET S.A.
102070,19/02/2026,HUNNOX-1500VA LED,HUNNOX UPS 1500VA LED,2.000,62.66000,125.32000000,173.7,48.38,38.61,27.85,,LASET S.A.
102157,,,COSTO FINANCIERO,25.000,4.55868,113.96700000,853.49,739.52,648.89,86.65,,
102278,20/05/2026,31300005401,TECLADO GENIUS KB-100 SMART USB BLACK,2.000,4.26000,8.52000000,9.95,1.43,16.84,14.41,,LASET S.A.
102894,13/11/2025,SFX-GC782,GABINETE SFX KIT 782 BLACK,1.000,22.35000,22.35000000,27.03,4.68,20.94,17.31,,LASET S.A.
